bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,sqft_above,sqft_basement,view,waterfront,yr_renovated,price
5,3.0,2256,5086,1.0,3,9,1953,1548,708,2,0,0,875323
5,1.4,1617,6062,1.5,4,5,1978,915,702,1,0,0,613880
1,2.4,3909,12004,2.0,1,5,2005,3689,220,1,0,0,1171419
3,2.5,3328,8641,2.0,3,9,1955,3319,9,3,0,0,1184860
2,1.7,2147,3428,1.0,3,8,1950,2028,119,4,0,0,838977
1,1.2,3483,9574,2.0,1,7,1988,2849,634,0,0,0,1056702
2,3.3,642,2190,2.0,4,8,1950,400,242,4,0,0,434564
6,1.4,3261,7056,2.0,1,6,2012,2902,359,4,0,0,1158136
2,2.8,3935,13839,2.0,1,3,2006,3027,908,1,0,0,1165154
3,3.8,2931,6241,2.0,1,7,2016,2711,220,3,0,2015,1053546
6,3.6,2348,8357,2.0,1,8,2014,1576,772,4,0,0,938284
2,1.8,3196,5475,1.0,4,8,2014,2691,505,4,0,2017,1097342
6,3.6,2217,8126,2.0,4,1,1970,2160,57,2,0,0,818667
2,1.0,3572,9815,1.5,1,7,1979,2746,826,0,0,1994,1085579
3,1.1,1567,3512,1.0,2,3,1982,1108,459,3,0,0,591999
2,2.8,3286,7106,1.0,2,2,1997,3159,127,0,0,2001,1014688
2,2.1,4291,11070,2.0,2,2,1971,3593,698,1,0,0,1303476
2,2.2,1788,7147,1.0,2,8,2003,1072,716,4,0,0,736364
1,2.7,4371,8964,1.5,3,9,1953,4286,85,4,0,0,1418854
1,1.6,2306,4054,1.5,4,3,2004,2203,103,0,0,0,741989
1,1.6,2004,5937,1.0,4,3,1993,1862,142,1,0,0,627709
3,2.5,3808,10362,1.0,1,6,1961,3604,204,2,0,0,1222153
6,3.3,3451,9699,2.0,3,1,2001,2811,640,2,0,0,1112590
5,2.9,571,1808,2.0,1,6,2014,400,171,4,0,0,439489
2,1.9,2190,4747,1.0,1,3,2014,2153,37,4,0,0,802968
2,2.3,1844,6964,2.0,4,4,1959,1482,362,3,0,0,686921
3,1.5,3803,9846,2.0,3,9,1967,3183,620,0,0,0,1188160
2,1.2,3613,6585,1.5,2,3,1996,3305,308,4,0,2006,1169583
1,3.3,1382,4637,2.0,4,1,2015,1331,51,1,0,2012,534880
5,1.8,4734,14712,2.0,3,3,1998,4734,0,0,0,1995,1449273
4,1.5,3162,7238,1.5,3,7,2021,3152,10,3,0,2010,1058268
2,3.1,2004,6119,1.0,4,7,1971,1179,825,2,0,0,751709
1,2.9,2963,6073,2.0,4,5,1975,2217,746,3,0,2002,989865
4,2.9,3053,7974,2.0,1,1,1958,2414,639,0,1,0,1093301
5,1.7,1232,4618,1.0,1,8,1970,400,832,2,0,0,562530
4,1.7,2248,4122,1.5,1,8,2012,2035,213,1,0,1997,817383
1,1.7,4424,10912,1.5,2,2,1955,3430,994,2,1,0,1447154
6,1.5,923,3279,2.0,4,3,1963,400,523,2,0,0,463335
6,3.0,3978,15608,1.5,3,4,1982,3224,754,1,0,0,1256667
4,3.5,2091,5509,1.0,4,1,2020,1536,555,4,1,0,940025
3,3.2,4985,13795,2.0,3,4,1973,4468,517,4,0,0,1567848
4,3.4,4937,14467,1.5,2,5,2000,4270,667,2,0,0,1559841
2,2.2,992,3800,1.0,4,3,1951,578,414,2,0,0,404893
2,3.0,691,2519,1.5,3,2,1964,684,7,3,0,0,372027
6,2.1,998,1922,2.0,3,6,1984,994,4,4,0,0,594857
3,2.6,1756,4551,1.0,1,8,1985,1395,361,1,0,0,694334
1,2.4,2468,6564,2.0,2,7,1988,1775,693,2,0,1992,843823
2,1.5,4822,16745,1.0,4,1,1953,4711,111,2,0,0,1395786
6,2.2,2686,8077,1.0,1,4,2013,2414,272,3,0,2018,951797
5,3.9,1316,4126,1.0,2,3,1955,895,421,3,0,0,599594
6,1.7,3720,14863,1.0,1,6,2006,3456,264,3,0,0,1256104
2,1.4,1973,3329,2.0,4,9,1979,1516,457,0,0,0,680193
2,2.3,1586,3263,1.0,3,9,2016,1375,211,1,0,0,657534
6,3.4,4699,11840,2.0,4,7,1964,4622,77,0,0,0,1459477
1,2.7,2374,5625,1.0,2,9,1966,1593,781,2,0,0,882945
4,3.0,1370,2129,2.0,4,8,1967,705,665,3,0,0,623112
2,1.6,2542,4396,2.0,2,5,1968,2322,220,3,0,0,857038
6,2.9,772,2472,2.0,1,9,2018,404,368,3,1,0,696709
6,2.0,1529,5654,1.0,2,7,1973,572,957,4,0,2021,733119
3,3.5,3718,10356,1.5,3,5,1997,3372,346,1,0,0,1182782
4,2.9,4569,13012,1.0,3,8,1979,4545,24,0,0,0,1407934
5,1.6,1551,3315,2.0,3,7,1964,576,975,1,0,0,625113
1,1.2,4533,15501,1.5,1,9,1996,4114,419,3,0,0,1438765
5,1.1,2073,7005,2.0,2,1,1993,1720,353,2,0,2000,714501
4,2.1,3690,10962,2.0,1,9,1976,2971,719,4,0,2003,1273453
4,1.8,4888,9930,1.0,4,7,2013,4472,416,1,0,0,1461932
4,2.9,4297,7487,2.0,4,1,1990,3783,514,2,0,0,1310493
5,2.5,3789,6291,2.0,4,1,2017,3575,214,3,0,0,1184509
4,1.8,4247,12663,2.0,4,5,1954,3341,906,3,0,0,1379919
6,1.4,2605,9280,1.5,3,8,2002,2494,111,3,1,0,1127407
5,1.4,807,2942,1.0,2,9,1957,400,407,3,0,2000,483848
4,3.6,3859,10261,1.0,3,6,1971,3156,703,4,0,0,1307663
6,1.7,3676,12721,2.0,2,8,1956,2763,913,4,0,0,1321956
3,3.0,1751,6771,2.0,2,6,1971,1193,558,1,0,0,685416
4,3.4,3247,7104,1.5,1,6,1995,2820,427,3,0,2000,1120439
5,2.8,2017,5032,2.0,4,4,1979,1285,732,4,0,0,800289
2,3.6,1878,7190,1.0,2,5,1965,1180,698,2,0,0,725977
4,2.2,2461,5772,2.0,4,2,1954,1900,561,4,0,0,888040
2,3.9,4805,18185,2.0,4,3,2016,4097,708,4,0,0,1512157
6,1.4,3363,13292,2.0,4,3,1972,3148,215,1,0,0,1058292
3,1.3,3156,9955,2.0,3,5,2010,2744,412,4,0,0,1090930
1,3.0,2994,10605,1.0,4,5,1954,2262,732,2,0,0,1006266
3,3.8,4505,15199,1.0,2,6,1972,4126,379,3,0,0,1459755
4,3.4,4063,13200,2.0,3,5,1974,3462,601,0,0,0,1272944
2,1.2,1422,3224,1.0,4,6,1957,1191,231,1,0,0,534129
2,1.8,4732,7773,1.0,1,8,1970,3898,834,2,0,0,1450376
5,3.8,4962,11698,2.0,4,2,1951,4705,257,1,0,0,1511243
2,1.8,3459,10955,1.0,4,4,1971,2795,664,3,0,0,1113929
5,3.3,683,1199,2.0,3,6,2021,428,255,4,0,0,463663
6,3.5,3858,5901,2.0,2,5,2021,3456,402,4,0,0,1321268
1,2.5,1898,3509,2.0,4,1,2017,1475,423,2,0,2013,662782
4,2.2,3296,10841,2.0,3,9,2013,2527,769,3,0,0,1153523
5,2.4,1036,4073,2.0,3,3,1968,400,636,0,0,0,459565
1,1.7,1773,7016,2.0,2,2,2002,1709,64,0,1,0,680788
2,3.7,3467,9482,2.0,3,9,2001,3278,189,4,0,0,1217709
2,2.4,3549,13036,1.0,2,7,1996,2947,602,3,0,0,1162989
1,3.6,1596,5333,2.0,1,5,2003,647,949,3,0,0,659821
2,1.3,1805,4968,2.0,4,6,1993,1633,172,2,0,0,680560
6,4.0,1415,4148,1.5,3,4,1956,657,758,0,0,0,552636
6,2.3,3581,6600,1.0,1,1,1950,2814,767,2,0,2020,1081988
1,1.1,4747,18248,2.0,3,4,2012,4120,627,1,0,0,1366003
5,1.1,1528,3636,1.0,3,9,1988,968,560,3,0,0,642767
5,3.2,2477,6478,2.0,1,1,1968,2251,226,0,0,2013,805544
1,3.0,3854,12252,2.0,3,3,1980,3274,580,2,0,0,1173170
5,3.4,3011,7029,1.0,3,5,1973,2078,933,4,0,1998,1096340
5,1.3,770,1644,2.0,1,7,2018,400,370,1,0,2003,414634
6,1.1,1686,5188,1.0,3,9,2014,1286,400,2,0,2015,728577
5,2.5,4700,7343,2.0,2,6,1982,4063,637,4,0,0,1517977
3,2.2,4264,14078,1.0,3,3,2008,3316,948,0,0,0,1261207
4,2.4,2898,8071,2.0,4,7,1982,2686,212,0,0,0,967187
2,4.0,4735,14273,1.0,3,4,1981,4683,52,1,0,0,1434544
3,3.9,4682,14419,1.0,4,3,2008,4059,623,4,0,0,1494115
5,3.8,2211,6229,1.5,4,7,1990,1541,670,3,0,0,901351
6,3.4,2730,8070,1.0,3,7,1961,1979,751,0,0,0,956839
1,2.1,628,2015,1.5,1,4,1960,400,228,3,0,0,348039
5,2.2,1769,5984,1.0,2,7,1968,1631,138,3,0,0,720075
6,2.6,4172,13845,1.5,2,2,2003,3755,417,2,0,0,1290220
4,3.5,2101,7719,2.0,3,1,2006,1477,624,2,0,0,743541
5,1.2,4470,8822,2.0,1,2,1991,4328,142,0,0,0,1303195
1,2.3,4744,11873,2.0,1,4,2020,3863,881,3,0,0,1445113
6,1.2,1127,4360,2.0,2,8,1980,619,508,2,0,0,523123
6,2.5,4297,10705,1.0,1,3,2001,3648,649,4,0,0,1380273
6,3.7,2544,4610,1.0,3,6,1951,2059,485,4,0,0,974806
4,3.3,4052,11400,1.5,3,6,1987,3061,991,4,0,0,1363677
5,1.7,2841,5039,2.0,1,9,1981,2405,436,4,0,0,1108856
4,3.9,3714,7454,2.0,3,9,1959,2899,815,3,0,2005,1306317
2,3.0,749,2992,1.0,4,4,1957,400,349,4,0,0,464932
2,1.0,3425,9772,1.0,2,9,1969,3133,292,3,0,2021,1130869
5,1.8,1474,3257,1.0,3,6,1969,855,619,0,0,0,563446
4,1.8,1825,7276,2.0,1,2,1958,1542,283,0,0,0,620692
1,1.2,1483,5808,2.0,2,6,2021,813,670,4,0,0,587787
6,3.9,1388,3611,1.0,3,2,1964,551,837,4,0,0,629027
6,2.4,3437,7393,1.5,2,8,2012,3424,13,4,0,0,1238147
5,3.7,2617,9410,2.0,1,4,1970,1984,633,0,0,0,867261
2,2.0,3172,10432,2.0,4,5,1954,2446,726,2,0,0,1026079
2,1.4,1826,5874,1.0,4,8,1984,1555,271,0,0,0,639149
6,2.4,970,3620,2.0,3,8,2017,946,24,4,0,0,586620
5,1.3,2487,8016,1.5,4,6,1997,1553,934,2,0,0,851817
4,2.5,590,1303,2.0,3,4,2011,400,190,2,0,2007,365502
2,3.8,1029,3328,2.0,2,1,1984,400,629,1,0,0,427480
4,2.6,4559,10324,1.0,3,7,2019,3879,680,3,0,0,1463125
2,2.8,3273,11121,1.0,3,8,1970,3171,102,4,0,0,1118030
2,1.5,2186,6665,2.0,3,9,1988,1321,865,3,0,2004,826140
3,1.1,691,1170,1.0,4,2,1983,400,291,1,0,0,304326
2,1.3,2486,6916,2.0,3,1,1964,2447,39,3,0,1991,795431
1,2.8,4123,9723,2.0,1,4,1955,3889,234,4,0,0,1315322
5,1.3,2685,6233,2.0,3,5,2015,1854,831,1,0,1992,901192
5,2.1,4940,14847,1.0,2,1,2005,4852,88,3,0,0,1520987
4,2.7,1508,3477,1.0,1,5,1998,1409,99,0,0,0,550229
2,2.2,4283,14743,2.0,2,6,1950,4140,143,2,0,0,1339387
1,1.5,4798,8046,1.0,2,3,2014,4717,81,1,0,0,1373248
4,1.8,4787,15083,2.0,2,7,1977,4199,588,0,0,2016,1437306
3,3.8,2552,8990,2.0,1,6,1969,1982,570,4,0,0,971053
4,3.0,3808,12117,1.5,1,4,1997,3580,228,2,1,0,1355459
4,2.5,2216,6078,2.0,4,3,2021,1614,602,1,0,1993,778871
2,1.0,810,3139,1.0,1,5,2014,400,410,2,0,0,371933
3,4.0,1760,3959,1.0,3,3,2000,1366,394,1,0,2004,617999
4,3.0,4432,6860,2.0,2,9,1992,3920,512,1,0,0,1405820
1,2.0,3768,9721,2.0,4,9,1998,2988,780,3,0,1992,1306906
1,3.6,1084,1715,1.5,1,6,1974,400,684,2,0,0,488543
5,1.8,3299,12816,2.0,2,6,1990,3103,196,2,0,0,1067820
3,2.6,859,1739,1.5,1,4,2020,586,273,0,0,0,339101
3,2.9,3366,11687,1.0,4,4,2013,2777,589,4,0,0,1128143
5,1.7,2511,8628,1.0,1,2,2010,1859,652,0,0,0,760728
4,3.9,4506,9211,2.0,1,4,1961,3707,799,3,0,0,1415824
3,3.2,2125,6487,1.0,2,8,2018,1543,582,1,0,2013,809947
1,2.7,3264,5288,1.5,3,2,1963,2297,967,3,0,2017,1055635
1,1.5,1390,3765,1.5,1,9,1983,829,561,3,0,2011,597229
2,1.2,1231,1891,2.0,4,1,1997,400,831,0,0,2001,400802
3,2.0,4461,16964,1.5,1,2,2010,4090,371,1,0,0,1306137
4,3.3,3004,11836,1.0,1,2,1984,2124,880,4,0,2020,1058987
5,1.8,1114,2290,1.0,3,6,2014,1035,79,3,0,2008,525210
5,2.6,4306,8699,2.0,2,7,2008,4072,234,4,0,0,1409711
4,3.2,2219,7509,2.0,4,3,1985,1933,286,1,0,0,786982
6,1.3,2087,4452,1.5,2,9,1968,1269,818,1,0,1992,808282
2,3.1,2111,7890,2.0,2,5,1991,1445,666,0,0,0,741518
5,1.3,1396,4097,1.0,2,5,2018,825,571,2,0,0,560770
3,3.9,777,1846,2.0,1,4,1968,400,377,0,0,0,356777
2,2.5,2136,7650,1.5,3,9,1988,1700,436,4,0,1991,899363
3,1.5,2658,7265,1.0,1,8,2018,2532,126,0,0,2013,878498
1,2.0,2932,11080,1.5,4,4,2001,2200,732,1,0,0,921071
2,2.2,4404,16823,2.0,3,4,1961,3693,711,3,0,0,1385318
5,3.3,3762,7198,2.0,2,2,1996,3346,416,2,0,0,1188727
2,3.2,1949,2934,1.0,3,9,1985,1312,637,1,0,0,747036
2,2.8,1732,6858,2.0,4,3,2012,1692,40,3,0,0,674148
2,1.3,4617,17384,1.0,1,4,2000,3831,786,4,0,0,1441937
6,1.5,1177,1928,1.0,1,7,1992,709,468,4,0,2020,572024
2,1.3,3158,11313,1.5,2,8,1983,2862,296,4,0,0,1102332
3,2.7,2528,6685,2.0,1,8,1998,1932,596,0,0,0,834771
1,3.6,4258,9143,2.0,1,4,1967,3658,600,4,0,2008,1400031
4,2.3,2537,9378,1.0,4,7,2010,2496,41,4,0,0,951107
2,1.5,3149,6271,1.0,3,1,2006,2518,631,0,0,0,879738
5,2.7,1156,4471,1.5,1,6,1954,878,278,3,0,0,616699
2,3.4,665,1339,1.0,4,6,1973,400,265,1,0,0,361983
5,3.2,1089,3304,1.0,4,6,2013,1057,32,2,0,2009,538778
3,3.6,3321,6833,1.0,2,2,2008,3046,275,4,0,2005,1073056
5,1.8,4758,13627,1.5,4,8,1987,4094,664,4,0,0,1566096
4,1.6,1762,5655,1.0,2,5,1982,1673,89,4,0,0,742860
1,3.6,571,1128,1.5,1,5,1959,400,171,0,0,0,306568
5,3.0,4016,11253,1.0,2,2,1986,3069,947,0,0,0,1168309
5,1.9,4080,10904,1.0,4,4,1960,3557,523,0,0,0,1221539
1,3.2,768,1288,2.0,3,9,1973,609,159,2,0,0,469091
4,3.4,2276,8070,1.0,3,9,2020,1348,928,1,0,0,863488
2,2.8,2962,6928,2.0,1,6,1970,2505,457,4,0,2017,1031010
5,3.1,1768,5191,1.0,1,9,1969,1061,707,3,0,2007,769439
1,2.1,1515,4222,1.5,3,4,1959,1117,398,4,0,0,594421
3,2.6,3222,8967,1.0,2,1,1996,2404,818,4,0,0,1027561
1,2.6,1583,2798,1.0,1,2,1996,810,773,4,0,0,556057
3,3.5,4601,11772,1.5,4,1,1964,4511,90,4,0,0,1465517
4,3.5,906,2383,2.0,1,8,1993,400,506,1,0,0,472731
2,3.5,3576,11922,1.0,2,9,2011,2996,580,3,0,0,1222191
1,1.0,1485,5346,1.5,1,6,1955,1020,465,0,0,0,446529
6,3.2,4103,11744,2.0,4,2,2015,3884,219,3,0,0,1330411
5,3.3,4985,8559,1.5,4,6,1953,4567,418,4,0,0,1636894
4,3.0,1209,2529,2.0,4,9,1972,831,378,3,0,0,582923
1,3.3,3118,5962,1.0,2,3,1962,2393,725,4,0,0,1041497
5,3.5,1911,3461,2.0,2,9,1980,982,929,3,0,0,817101
1,2.4,1985,4793,1.0,4,2,1965,1539,446,2,0,0,665255
3,2.5,3450,7153,1.0,4,5,1990,2487,963,3,0,0,1171835
1,1.4,3434,7025,2.0,2,2,1950,3289,145,0,0,0,1013292
6,2.2,4614,7551,1.5,2,7,1961,4382,232,0,0,2006,1489311
1,2.9,1503,2320,1.5,2,9,2005,1133,370,3,0,0,632942
1,3.3,2966,5211,2.0,3,7,1999,2045,921,3,0,0,1044864
6,1.7,2966,5725,1.5,2,5,1969,2733,233,1,0,0,1009289
4,1.4,2438,6283,1.0,4,4,2015,1713,725,3,0,2005,844885
1,3.0,2439,6771,2.0,3,4,1985,2073,366,0,0,2013,814819
6,1.0,2135,3952,1.0,2,8,1987,1655,480,2,0,0,812650
5,1.5,2198,5631,2.0,4,1,1971,1626,572,0,0,0,668630
3,1.1,2591,6100,2.0,1,5,2010,2229,362,1,0,0,814098
3,1.5,2395,4690,1.0,3,2,1999,1806,589,3,0,2009,798215
1,1.5,4740,7191,1.5,4,9,2008,4230,510,2,0,0,1478117
4,2.2,3898,10398,1.0,1,7,1969,3804,94,0,0,2004,1228793
4,2.2,1573,5055,1.0,4,8,1985,732,841,2,0,0,662477
5,3.6,2902,5994,2.0,2,6,1964,2687,215,4,0,0,1095800
1,2.5,3712,6791,1.0,2,9,2011,2988,724,0,0,2000,1160342
3,3.2,4537,16866,1.5,1,6,1952,3722,815,4,0,2007,1470779
4,1.3,1651,3611,2.0,2,7,1954,940,711,2,0,0,651622
1,1.7,2945,6063,2.0,4,7,2005,2082,863,3,0,0,1031361
4,3.1,2456,8946,1.5,1,9,1980,1914,542,3,0,0,940593
6,1.2,4407,15612,1.5,4,8,1984,3606,801,3,0,0,1435395
4,2.5,1307,3425,2.0,4,1,2020,453,854,4,0,0,578850
3,2.8,686,1868,2.0,4,4,2019,400,286,3,0,0,403829
2,2.8,1807,3694,2.0,2,7,1975,1673,134,1,0,0,666091
5,1.1,2784,4720,1.5,2,8,1950,2702,82,0,0,0,946665
5,2.0,1257,3687,1.0,4,7,1956,867,390,0,0,0,522257
3,2.9,4731,8259,1.0,3,3,1985,4685,46,2,0,0,1480186
4,1.4,4354,11421,1.5,4,4,1974,3963,391,4,0,0,1410692
1,3.1,4766,18355,2.0,4,7,2008,4049,717,0,0,0,1425463
4,3.2,2706,10504,2.0,1,8,2010,2322,384,4,1,0,1156133
3,3.9,4058,8515,2.0,4,7,1978,3678,380,2,0,0,1310152
5,1.6,2080,6365,1.5,2,6,1967,2004,76,3,0,0,806881
4,3.5,1461,3923,2.0,1,9,1990,1203,258,2,0,0,641927
5,2.6,4347,16037,2.0,3,9,1968,3399,948,1,0,0,1360818
1,2.1,4075,8877,2.0,1,7,1953,3472,603,3,0,0,1269448
5,1.4,1375,2075,1.0,3,8,2014,442,933,3,1,0,757664
5,3.2,2918,5562,1.5,1,6,1990,1972,946,3,0,1992,1042796
2,1.7,4698,11152,2.0,1,1,1964,4300,398,2,0,2014,1373088
2,2.1,1501,3436,1.0,3,1,2003,1402,99,1,0,0,528527
6,1.2,3884,13510,2.0,2,6,2013,3384,500,4,0,0,1288166
2,3.4,4566,14617,1.0,2,2,2021,4184,382,2,0,0,1367737
5,3.3,3345,7522,2.0,2,8,1964,2639,706,0,0,0,1143776
3,3.2,1981,5238,2.0,1,1,1999,1790,191,0,0,0,629677
5,1.9,3801,6609,2.0,4,2,1971,3222,579,2,0,0,1201282
3,1.5,1157,4333,1.5,1,8,1967,400,757,4,0,0,559292
3,2.9,3280,12590,2.0,4,6,1951,2527,753,0,0,2004,1047076
2,2.5,922,3641,2.0,4,2,1985,400,522,4,0,0,471584
4,1.5,4181,15350,1.0,2,2,1969,3837,344,3,0,0,1301737
1,3.1,4766,9221,2.0,4,7,1965,4757,9,2,0,0,1493141
2,4.0,3210,5185,1.0,1,5,2016,2947,263,3,0,0,1074321
2,3.2,952,2807,1.0,1,5,1979,685,267,0,0,0,396141
4,3.2,2897,10955,1.0,2,8,2004,2066,831,4,0,0,1055765
1,3.9,2475,4809,2.0,3,7,2015,1846,629,3,0,0,910734
5,1.6,2157,3273,1.5,1,9,1975,1396,761,0,0,0,777835
6,2.7,3041,10685,2.0,4,4,2006,2471,570,1,0,0,1035927
6,3.9,3575,6048,1.0,1,4,2018,3381,194,3,0,0,1184611
5,1.5,3664,9285,1.0,1,2,1951,2678,986,1,0,0,1102906
2,3.1,3466,11081,2.0,1,3,2005,2905,561,1,0,2002,1047825
1,2.8,2553,5340,2.0,3,1,2011,2147,406,0,0,0,763346
2,2.8,787,1345,2.0,4,1,1983,492,295,2,0,0,388777
3,3.1,3717,12730,1.0,2,7,2005,2828,889,4,0,2009,1253779
2,3.8,4354,13390,1.0,1,5,2004,4258,96,0,0,0,1303067
2,3.3,1947,7731,2.0,4,3,1969,1486,461,3,0,0,708245
5,1.2,1107,2613,2.0,4,7,1999,469,638,4,0,0,570431
5,3.6,2264,3745,1.0,2,2,1974,1507,757,2,0,0,765604
5,1.7,1725,5754,1.0,1,3,1974,1639,86,0,0,0,587666
6,2.1,1735,4865,2.0,3,1,2002,745,990,2,1,0,802106
3,2.4,1529,3108,1.5,4,8,1963,1453,76,3,0,2010,681336
5,2.4,3171,10953,2.0,2,2,2009,2283,888,0,0,0,985194
1,2.3,4462,8965,1.0,3,7,1992,3747,715,3,0,0,1416910
6,3.8,3677,7911,1.0,4,9,2011,3195,482,4,0,0,1297873
4,3.1,4222,7309,2.0,1,6,2018,4077,145,4,0,0,1383716
1,2.9,1975,4934,1.0,4,2,2012,1315,660,2,0,0,634534
1,1.1,3396,8650,1.5,3,2,1951,3286,110,2,0,0,1019086
5,3.7,1308,3644,2.0,3,9,2003,668,640,4,0,0,674059
4,3.7,1478,4836,1.0,1,8,1965,714,764,1,0,0,620795
4,3.3,2963,11156,1.5,1,9,2004,2286,677,4,0,2001,1149685
6,1.0,1225,2259,2.0,2,4,1992,929,296,0,0,2019,489601
4,1.2,3001,4909,1.5,1,4,2010,2576,425,3,0,0,1024668
3,1.7,3862,5971,1.5,2,2,1987,3214,648,4,0,0,1242402
5,1.4,1716,3190,1.0,3,1,1994,926,790,4,0,0,659202
4,2.2,4551,14312,1.5,3,4,2000,4218,333,3,0,0,1430051
6,3.8,2697,8950,2.0,4,8,1991,2175,522,3,0,0,1056726
3,2.4,3306,11459,2.0,4,2,1973,2724,582,0,1,0,1157951
2,1.0,1278,2695,1.0,2,8,1979,608,670,3,0,0,557256
2,1.8,1472,3333,2.0,1,1,1986,745,727,2,0,0,549007
3,1.1,3310,8962,2.0,1,1,2002,2773,537,4,0,2007,1066439
6,1.1,2623,4348,1.5,4,4,2012,1826,797,3,0,0,898800
3,1.8,1098,3324,2.0,3,7,1960,937,161,0,0,0,459659
5,1.8,3841,15207,1.5,2,9,1972,3412,429,3,1,0,1451908
5,3.4,724,1739,2.0,3,5,1999,400,324,4,0,2000,475968
2,3.9,1340,4532,2.0,3,2,2004,1272,68,1,0,0,506259
4,2.1,2314,6363,1.0,1,7,2004,2182,132,3,0,0,848990
6,2.3,1606,2922,1.5,2,2,1953,1418,188,2,0,0,580830
2,3.5,624,1844,1.0,3,9,2003,400,224,4,0,2015,429778
4,1.8,3746,8427,1.5,4,9,2010,2992,754,0,0,0,1187635
4,1.5,3431,5441,1.0,4,3,1954,2754,677,4,0,0,1128632
5,3.6,4625,14278,2.0,1,8,1967,3702,923,1,0,2011,1446089
1,1.1,3471,12659,1.0,4,4,1993,2550,921,0,0,2016,1002769
1,2.9,2517,5944,1.5,4,3,1980,1945,572,1,0,0,809123
3,2.7,2915,7216,2.0,3,1,1970,2042,873,1,0,0,932384
5,2.0,3596,13404,1.0,4,5,1996,3318,278,2,0,0,1191218
4,1.9,2109,7453,2.0,4,4,1979,1680,429,3,0,0,806931
6,3.3,1217,4000,2.0,3,1,2004,593,624,2,0,0,505127
1,1.3,4061,8617,1.5,1,8,2017,3520,541,2,0,0,1265317
4,1.7,1516,5723,1.5,1,8,2018,682,834,2,0,0,655362
1,3.2,4065,7666,1.0,2,8,1990,3078,987,0,0,0,1215030
1,2.6,4970,15242,2.0,4,3,1994,4810,160,3,0,0,1505205
1,1.4,2460,3867,1.0,3,6,1979,1715,745,3,0,0,858008
6,3.6,1548,4813,2.0,2,7,1994,650,898,0,0,0,600536
5,2.2,1857,4072,2.0,1,9,1994,1405,452,2,0,0,763184
6,3.5,3926,10302,1.0,1,5,1994,3038,888,2,0,0,1307891
2,3.4,615,1453,2.0,3,9,2004,400,215,1,0,0,422633
4,2.9,2595,5013,1.0,2,6,2008,2426,169,1,0,0,883321
5,2.5,2301,7029,2.0,2,4,1954,1472,829,4,0,0,888175
5,3.9,2646,9803,1.0,3,1,1981,1949,697,1,0,0,836078
5,1.4,2120,8263,2.0,3,1,1955,2064,56,3,0,0,756940
5,3.2,3450,6833,1.0,2,5,1975,3211,239,0,0,0,1085089
6,1.6,4292,14135,2.0,1,3,1986,3524,768,2,0,0,1326552
5,2.0,3441,10876,1.5,4,5,1962,3084,357,4,0,2017,1186872
3,1.9,1477,3483,1.0,1,5,2018,1277,200,1,0,0,556057
4,3.8,3566,5519,1.5,3,1,1974,3123,443,4,1,0,1302912
5,3.9,1283,4137,1.5,2,8,1962,447,836,0,0,0,547232
4,1.5,740,2859,2.0,2,5,1969,400,340,0,0,0,339674
3,1.1,2053,6323,2.0,4,5,2021,1752,301,4,1,0,901526
3,3.2,1512,3913,1.5,2,9,2009,1407,105,4,0,0,711833
4,2.3,686,1929,1.0,4,8,1970,400,286,4,0,0,497129
1,1.3,2381,4759,1.0,1,1,2010,2281,100,2,0,0,763951
2,3.1,930,3140,1.5,1,3,1975,834,96,3,0,0,443129
1,2.6,738,2484,1.5,2,7,2003,400,338,1,0,0,413497
1,3.9,2845,5302,1.0,2,1,1991,1908,937,1,0,0,877493
6,1.7,575,2124,1.0,3,1,1960,547,28,1,0,0,272894
1,2.2,1856,4033,1.5,3,5,1986,1351,505,4,0,0,721222
5,2.6,2830,11194,2.0,2,9,1960,2166,664,4,0,0,1069601
6,3.4,2402,5902,1.0,2,6,1976,1965,437,4,0,0,948502
6,2.6,4513,8776,1.5,1,2,1983,4135,378,2,0,0,1392578
3,2.8,2559,6088,2.0,2,9,1987,2487,72,2,0,0,938812
1,1.7,640,1664,2.0,3,6,2010,400,240,2,0,0,377611
3,3.5,2289,3830,1.0,1,5,2002,1327,962,2,0,0,804104
4,2.3,4126,12153,2.0,4,5,2014,3216,910,0,0,0,1275780
2,1.4,516,1544,2.0,3,3,1952,400,116,2,0,0,300496
6,3.0,4848,16227,1.0,3,6,2016,4100,748,2,0,1999,1538310
4,1.6,964,1516,1.5,1,4,1977,415,549,2,0,0,433406
4,1.3,4971,14182,1.0,4,2,1963,4952,19,1,0,0,1429733
5,3.6,2327,3798,1.0,3,3,2001,1703,624,1,0,2020,800206
2,2.4,3528,11476,1.5,2,9,1979,2994,534,1,0,0,1143078
4,3.2,1019,1670,2.0,3,9,2007,599,420,3,1,2000,707856
4,1.9,589,2226,1.0,1,6,2003,400,189,0,0,0,282586
2,3.4,3351,10908,1.5,1,9,2018,2473,878,4,0,0,1173790
2,1.3,3343,9255,1.5,1,4,1964,3208,135,2,0,0,1031830
4,2.1,2384,6207,1.5,3,5,1987,1880,504,1,0,2003,789098
2,3.9,4671,8532,2.0,4,6,1963,3739,932,0,0,2011,1398751
4,3.4,1425,3174,1.0,2,9,2006,666,759,2,0,0,603171
4,2.5,4234,15548,2.0,1,5,2008,3934,300,3,0,0,1362556
